Puzzle,Solution
1000000200032341,1234341241232341
3000040243010003,3214143243212143
0020020114300300,4123324114322314
1040420024010000,1342421324313124
2140302003100000,2143342143121234
0040030234201000,2143431234211234
0102400003002403,3142423113242413
0000034140033020,1432234142133124
0014010000300341,3214412314322341
4000004230012030,4213134234212134
0300014000141030,4321214332141432
0012020020030401,4312123421433421
0204100040020340,3214142341322341
0142000020100304,3142423124131324
0302014034200000,4312214334211234
1430001001002300,1432321441232341
4002020000303401,4312124321343421
3400023000004021,3412123421434321
0013034000044030,2413134231244231
0030031221400000,1234431221433421
2030031000001023,2134431232411423
0024400030020410,1324423131422413
0300040241003010,2341143241233214
0402200002304300,3412214312344321
0031102040000042,2431132442133142
0300041300303004,1342241342313124
3020000100424010,3124243113424213
2030030200140100,2431134232144123
0102004004130020,4132324124131324
0203310000022030,4213312413422431
0210100003010043,3214143243212143
4000310004202010,4231314214232314
2000040001203204,2341143241233214
0400002400133100,2431132442133142
0310000400211040,4312213434211243
0231030000030024,4231134224133124
1300000302003120,1342241342313124
0003032001320001,2413132441323241
4320014000140000,4321214332141432
2400310200300001,2413314212344321
0203104234000000,4213134234212134
1234000104000003,1234432134122143
4103020000010340,4123321424311342
2000430000021043,2134432134121243
4203012020000400,4213312423411432
2300000241030001,2314143241233241
3000123403200000,3412123443212143
0002230031200003,1432234131244213
3240000041302000,3241142341322314
0120004123100000,4123324123141432
0000103240103004,2341143242133124
0002031400400401,4132231412433421
0023004043100100,1423324143122134
0000013412000310,3421213412434312
0240410000200310,3241413214232314
0401034040230000,2431134241233214
0021020400430400,4321123421433412
0402210000010043,3412213443211243
4300203004030001,4312213414233241
0004001040232300,1234341241232341
3040201013004000,3142241313244231
0140403013002000,3142423113242413
0042400330000034,1342421334212134
0023304003001400,4123324123141432
2001030000204013,2431134231244213
3100000003240410,3142423113242413
3412000310200000,3412214313244231
0040142001300002,3241142321344312
0040001201004021,1243341221344321
4012003030010100,4312123434212143
1320040330010000,1324241332414132
1402200100040200,1432234131244213
0040020101242000,1342423131242413
0300012010020204,2341412314323214
0120000104100034,4123234134121234
0014003223001000,3214413223411423
0400124000212000,3412124343212134
0400200410420003,3421213413424213
0403000100322004,1423324141322314
2030030200410400,2134431232411423
0042000031200210,1342243131244213
2000010010303041,2314412314323241
1000002101002403,1234432131422413
1004301000004023,1234341223414123
4001300004130020,4231314224131324
3100000010422003,3124423113422413
0403001040300102,1423231442313142
2000030231004003,2431134231244213
0020230414000040,4123231414323241
0020043012404000,3124243112434312
3201000320004300,3241142321344312
2400304002300001,2413314212344321
0100021320000430,3124421323411432
0013304000000431,4213314213242431
0000020424133000,4321123424133142
0000124000040421,4312124321343421
4030000020010423,4132321423411423
3004000002011042,3124241342311342
0004431000200103,1234431234212143
0041400320040030,3241412323141432
1000043032004003,1342243132144123
1320000002410030,1324241332414132
3001102040020030,3241142343122134
3400004010304002,3421214312344312
0140032000001230,2143432134121234
1300400000103120,1342423124133124
0001132004022000,4231132434122143
0001023004022003,4321123434122143
0030230030011020,4132231432411423
0003302020304002,1243342121344312
0410000043010203,3412213443211243
1203040040010030,1243341243212134
0030200400014023,1432231432414123
3012000020304300,3412124321344321
0003100004300124,4213134224313124
3020004001322000,3421124341322314
4120020010300004,4123324114322314
0000213002400410,4321213412433412
0030040040212003,1234341243212143
0000200442131000,3421213442131342
0304000034102003,1324423134122143
2003001200004021,2143341212344321
1000340200434000,1234341221434321
0100301003400420,4132321423411423
0430100000024210,2431132431424213
2001002304120000,2341412334121234
4000000114032300,4132324114232314
4100000003141002,4123324123141432
0134000200430400,2134431212433421
0010003404001203,4312213434211243
0040010303040032,3241412323141432
0001200002040432,4321214332141432
0203042001300002,1243342121344312
4003010400001302,4213312424311342
2300143002010000,2314143232414123
0024000310022400,3124421313422431
0013130002010004,2413134242313124
0003200104120004,4123234134121234
0120403103000010,3124423113422413
2004401200201000,2134431234211243
0003020023011002,4123321423411432
0104302002001300,2134342142131342
0430001001030201,1432231441233241
2010100430400002,2413132432414132
0300102000003214,2341142341323214
1320001000404002,1324241332414132
3104021000400002,3124421323411432
0320204004003010,4321214314323214
0420100020030012,3421123421434312
3000020013042010,3142423113242413
0002304101032000,1432324141232314
0204403000001403,3214413223411423
0412004002340000,3412214312344321
0400200141023000,1423234141323214
1020004003022030,1423324143122134
0132300010200400,4132324113242413
0231000003020013,4231312413422413
4300003002400021,4312213412433421
0304100230004020,2314143232414123
1042203002000003,1342243132144123
0310010202400003,2314413232411423
1324020004010000,1324421324313142
0000002103424010,2134342113424213
1030200100030014,1432234141233214
2013010000001042,2413312442311342
0030024003202400,4132324113242413
1040003001042400,1342423131242413
3104000020400032,3124421323411432
0400123040030001,3412123441232341
0400104001240030,2413134231244231
0003130431002000,4213132431422431
1040002040002310,1243342141322314
4020020030002034,4321124334122134
3002403010042000,3142423113242413
0000104321003010,4321124321343412
0204010320301000,3214412324311342
0001030002130120,2431134242133124
2000001243000230,2143341243211234
3104020300420000,3124421313422431
0320400000300142,1324421324313142
0040203100031004,3142243142131324
0200103003010120,3214143223414123
0103000202343000,2143431212343421
4120030102300000,4123234112343412
0300000400202143,4312123434212143
0412010002044000,3412214312344321
0002320023041000,4132324123141423
0004041000001342,3124241342311342
0021024340000030,3421124343122134
0301003200040210,2341143231244213
4030100200042010,4231134231242413
0200130031400001,4213132431422431
0003402030001402,2143432132141432
3000003420430020,3412123421434321
3010412024000000,3214412324311342
0400304003200204,2413314243211234
0240000230010034,1243431234212134
2014000310003001,2314412314323241
0412100400000043,3412123443212143
0213300203000001,4213314213242431
1402200001003010,1432234141233214
0000130001320201,2413132441323241
3042000303011000,3142241343211234
0003342000104100,1243342123144132
0001042000323004,2341142341323214
0401004030200013,2431134231244213
0021024030002100,4321124334122134
2001300410030300,2431312412434312
0300001002300142,1324241342313142
0100430002040430,2143432132141432
2104030110030000,2134432112433412
1400000020404103,1432321423414123
3100003120100040,3124423124131342
0020320114300000,4123324114322314
0200032100400012,1234432121433412
1400200100320200,1423234141323214
0000031404303200,4123231414323241
0013014000002430,4213314213242431
0040040340011300,3142241342311324
0400310003400210,2431312413424213
3040400100001023,3142423123141423
0000234040230010,1432234141233214
3104020304000001,3124421314322341
0000032030100234,2143432134121234
2400000201040013,2431134231244213
0040041201004300,1243341221344321
4300024020300100,4312124324313124
2001034000030204,2431134241233214
0200000320411002,3214412323411432
4010024300200001,4312124331242431
4030010200040410,4231314213242413
0214043040000001,3214143241232341
0100420300011040,3124421324311342
1300001041003040,1324241341323241
0430000203000213,2431314213244213
0310200404001200,4312213434211243
3010120400004003,3412123423414123
0100041203240000,2143341213244231
0023200110003004,4123234114323214
0420324001040000,1423324121344312
0012200030011040,4312213434211243
1300020300402030,1324421331422431
2340403000000210,2341413214233214
0000023124000104,1342423124133124
1403000030020230,1423231431424231
0004042040013002,2314142342313142
0014002030000132,2314142332414132
1300040000400132,1324241332414132
3400200410000310,3421213412434312
4301004010000210,4321214314323214
1203030000012004,1243431234212134
3000210300201200,3412214343211234
4010302004000042,4213312424311342
0040040201203010,2341143241233214
2010103000404020,2314143232414123
0423000001004201,1423231431424231
4012000010300420,4312214312343421
2000031032401000,2134431232411423
2041000031200010,2341143231244213
1400301041030000,1432321441232341
2310000030004102,2314142332414132
4032300100001004,4132324124131324
2140032000023000,2143432114323214
2300003010003240,2314413214233241
0003314000000234,2413314243211234
0300143000404020,2314143232414123
0300103000022410,4321123431422413
0402120300210000,3412124343212134
0401003043021000,3421213443121243
0200142301000002,3241142321344312
0240031000200104,1243431234212134
0314013000010400,2314413232411423
0041400200000314,3241413214232314
2001004000033024,2431134242133124
3041100001020300,3241142341322314
0000043200032310,3241143241232314
0040421004300100,1342421324313124
0140041303010000,3142241343211234
0030042040131000,2134342142131342
3001140021040000,3241142321344312
2001042032000100,2341142332144132
0130400000101240,2134432134121243
2030340100004300,2134342112434312
0002123001403000,4312123421433421
0320001042303000,1324241342313142
4230004004101000,4231314224131324
0430300120044000,1432324123144123
0203130201300000,4213134221343421
2000432032100000,2143432132141432
1002401001002030,1342421331242431
0300402032100030,2341412332141432
4231000001200400,4231134231242413
0001130030020203,2431132431424213
3040400200040013,3241413213242413
4210002410300000,4213312414322341
0241000004100304,3241413224131324
0340000102100103,1342243132144123
0310000400002143,4312123434212143
1040400200303400,1243431221343421
0200342040000140,1234342143122143
0213004000013100,4213134224313124
1000023100200410,1342423131242413
0120231000410000,4123231432411432
3200000003042410,3241413213242413
1400201030000032,1423231432414132
0041000002044120,2341143232144123
4002010310000401,4312214312343421
0100304010202300,4132324114232314
4002034104000010,4132234114233214
3014000313000400,3214412313422431
0132300003401000,4132321423411423
0103301042000020,2143341242311324
2034400204001000,2134431234211243
0103032100003002,2143432112343412
0421010010030002,3421213412434312
0210130030200004,4213134234212134
0000020343202100,3412124343212134
1003030004310020,1243431224313124
0341010002300400,2341412312343412
0421024000004100,3421124323144132
0010300203044001,2413314213244231
0100431012300000,2143431212343421
3002123001200000,3412123441232341
0032300021030001,1432321421434321
0000010420301340,4213312424311342
3120020020010040,3124421324311342
0003200102000412,4123234112343412
0040200012304020,3142241312344321
4030000430410020,4132231432411423
2030030001204200,2431134231244213
0203100220010004,4213134224313124
0432000001044003,1432234131244213
4000234000340010,4123234112343412
0020000402404302,3421213412434312
0000413000003241,2314413214233241
2040040002000123,2341143232144123
0010000210004231,2413314213244231
3001040340020300,3241142341322314
0003234030001200,4123234134121234
0214010214000000,3214413214232341
4320204030000200,4321214334121234
0203401204300000,1243431224313124
1000020023014003,1432321423414123
0043042020100100,1243342123144132
0000240301200031,1342241331244231
0340012300320000,2341412314323214
0041013000003210,2341413214233214
0400010300340021,3412214312344321
2310000314003000,2314412314323241
1002204000003120,1432234142133124
0320013000403400,4321213412433412
4000210400030021,4312213412433421
0203004204000320,4213314224311324
4100004023000032,4123324123141432
0310000001424001,2314142331424231
3002003040211000,3412213443211243
2000134032100000,2431134232144123
0402124003000030,3412124343212134
0042021000212000,1342421334212134
0400231000030240,1432231441233241
0200300103022040,1234342143122143
3120040010400003,3124243113424213
1000024003104002,1423324123144132
3001012000300304,3241412314322314
0320210012040000,4321214312343412
0003024003040402,4123324123141432
1204000120103000,1234432124133142
0410000420404003,3412123423414123
0300402030410400,2314412332411432
4030000400011043,4132231434211243
0043300043011000,2143341243211234
0030031020403001,1234431221433421
2300103200040010,2341143231244213
3240003024001000,3241413224131324
4002030000141003,4132234132141423
4010000410020301,4213312414322341
0100400320301040,3124421324311342
3000120001430020,3412123421434321
3040002304320000,3241412314322314
1002304101030000,1432324141232314
0230000210240400,4231314213242413
1004023000002403,1324423131422413
2100300210030300,2134341212434321
0210100040010043,3214143243212143
1000340203002004,1243341243212134
0000430034021004,2143432134121234
0200432001300002,1243432121343412
0043301003000204,2143341243211234
2004003230201000,2314413234211243
1003340020000012,1243342121344312
0200300004011042,4213312424311342
4003320003100030,4123324123141432
2013004000000124,2413134242313124
4020020400103100,4321123424133142
4020031000010430,4123231432411432
0000120304200034,4312124334212134
0200002103120040,1234342143122143
2100300200210004,2143341243211234
3042000100202300,3142423114232314
0000412004100204,2341412334121234
1020031040300002,1423231442313142
0200040100320310,1243342141322314
2000030001240201,2413134231244231
0140400204000230,2143431234211234
0103301000004201,2143341213244231
1000040103004130,1243342123144132
0302400001000431,1342421331242431
0310412000400002,2314412332411432
1023030400300001,1423231441323241
0040040202301300,2143341242311324
0042020304001020,3142421324311324
0104400000130302,3124423124131342
0010030402000142,2413132442313142
2034402000000012,2134432112433412
3020420303010000,3124421323411432
0031030042030004,2431134242133124
1040300100300302,1243342121344312
0420200402031000,3421213442131342
4100020103100003,4132324123141423
4320200402003000,4321213412433412
2000010200344001,2413314212344321
0040023120001400,3142423123141423
0010024340000130,3412124343212134
1040043000030204,1342243141233214
4032300003042000,4132324113242413
0103034002300002,4123234112343412
0000104231004030,2413134231244231
0123020004002010,4123324114322314
0004043001032001,3214143241232341
0020234040000210,1423234141323214
0430000040031340,2431312442131342
0001004001322004,3421124341322314
0302004300000234,4312214334211234
4000210004003041,4312213414233241
0100423000140003,3142423123141423
0302210002340000,4312214312343421
4020231010000040,4123231414323241
2000103240000041,2314143241233241
0100300000244230,2143341213244231
0200000413002430,4213312413422431
4210034000000430,4213134231242431
0002003001404021,3412123421434321
0004031002001420,2134431232411423
3420000003020130,3421124343122134
0401300400000213,2431312413424213
0041040041022000,3241142341322314
0032201400030400,4132231412433421
0014140001302000,3214142341322341
2004002040100043,2134342143121243
4000312400302000,4213312414322341
0003020040320304,1423324141322314
0402103041000300,3412123441232341
4010000020011032,4213312423411432
0024001301004200,1324241331424231
0021000020433400,4321123421433412
2030001203001200,2134341243211243
0103000003210034,2143341243211234
0430021023400000,1432321423414123
0000301404232000,4132321414232341
0120040003120003,3124243143121243
0000204330021200,4321214334121234
0213010000400402,4213312423411432
0100240000044013,3142243113244213
0304000124030002,1324423124133142
0200300020044130,1243342123144132
4010000013420400,4213312413422431
3010000401400320,3412123421434321
1040020030210030,1342421334212134
0010000303012034,3412124343212134
2130000040031040,2134342142131342
0304403210000200,2314413214233241
0203041020004300,1243341221344321
3200040240000310,3241143241232314
2003402030100200,2143432134121234
1040000320003401,1342421321343421
2100000004011203,2134431234211243
0000230130001034,4123234134121234
0102030430200003,4132231434211243
4103300000010032,4123321423411432
0043040100001034,2143342143121234
3000010042100042,3421213442131342
0041002332004000,2341142332144132
0030030130100420,4132234132141423
4003000201003021,4213134221343421
0320214030000400,4321214332141432
0030200100044103,1432234132144123
1004001001230300,1234341241232341
0241010200240000,3241413213242413
3120020310000040,3124421314322341
0003132040023000,2413132441323241
2003034001004030,2413134231244231
0100231034000003,4132231434211243
3014040003010002,3214142323414132
0024401300001400,3124421323411432
0003001034202030,1243431234212134
3100023100000042,3124423124131342
0140430102003000,2143432112343412
0010310002010302,2413312442311342
1030030000240203,1432234131244213
0100200140021040,3124243143121243
0100324000302300,4123324114322314
0014403030210000,2314413234211243
0000431200012004,1243431234212134
0000320023404020,1432321423414123
0401302040020003,2431312443121243
3020041000300042,3124241342311342
0030300100004213,2134342113424213
0403032001020040,2413132441323241
3102040000204030,3142241313244231
1300200000133040,1324243142133142
0024200031020001,1324241331424231
1302200000004230,1342241331244231
0100403024030002,3124423124131342
0201004010042010,4231314213242413
3010002003010402,3214412323411432
4000024001300012,4321124321343412
2130000002401400,2134431232411423
0001013010034002,3421213412434312
1003020003140100,1423324123144132
0003034002003410,4123234112343412
0123004000003014,4123234114323214
1040000040203210,1342243141233214
0030104200202003,4231134231242413
4100004000322010,4123324114322314
3004403003010020,3214413223411423
1020030402310000,1423231442313142
0100001043200240,2134341243211243
0042401003040001,3142421313242431
2300043001030001,2314143241233241
2400300200300021,2413314212344321
3000040200410103,3214143223414123
4031030400402000,4231132431422413
0130340100100003,2134342143121243
0143300140000030,2143342143121234
3104000300002401,3124421313422431
0000001301422030,1324421331422431
4000010400010342,4213312424311342
4201030001000402,4231132421433412
1302043000040100,1342243132144123
0023300023400100,1423321423414132
0401000041203010,2431134241233214
0000023430020043,4321123434122143
0312000002400401,4312213412433421
0000310220030304,4231314224131324
2301040040023000,2341142341323214
0203400034200100,1243431234212134
3000020010322040,3124421314322341
2013300000020230,2413312413424231
0320040102030040,1324243142133142
0002324040000310,1432324141232314
4100300000032301,4132321414232341
4002010000303021,4312214312343421
3100240000304001,3142241312344321
0000430034100204,2143432134121234
0132001012003000,4132231412433421
0203014010002400,4213314213242431
1000031200210040,1234431234212143
2004430102003000,2134432112433412
0000042000424201,2314142331424231
0003304100040402,4123324123141432
0000312010400203,2431312413424213
0140030102340000,2143432112343412
0200310210030010,4231314214232314
0300410010200210,2341413214233214
0300003430420003,4321123431422413
4310200032001000,4312213432411423
0302103020003400,4312123421433421
2140030004021000,2143432134121234
0200100200240403,4231134231242413
1400021000320300,1423321441322341
2000130042010002,2413132442313142
2310000302003040,2314142342313142
0041000304303200,2341412314323214
4302013000200001,4312213414233241
0301040000033120,2341143242133124
0410004203040030,2413314213244231
3200000020044023,3241143223144123
3000014002001304,3412214342311324
0423031000004100,1423231432414132
0403100000424200,2413132431424231
3240403000240000,3241413213242413
0012000010200241,4312213414233241
4001120430400000,4321123431422413
1200400200003104,1243431224313124
0041002004021030,2341412334121234
0030021403000140,1432321443212143
0003001201304300,1243341221344321
0000304100100132,1423324123144132
0104041000000321,2134341212434321
0310120030002004,4312124334212134
0031010020040023,4231314223141423
0412200000001024,3412214342311324
3000104000120130,3421124343122134
1020203031000200,1324243131424213
0030010040120240,2431312443121243
0123020000410030,4123321423411432
2104000040030302,2134342142131342
3400103003200040,3412123443212143
0300104000022104,4321124334122134
0031010003120200,2431312443121243
4013302004000002,4213312424311342
0302214000201000,4312214334211234
0231002001002400,4231132431422413
0030040212400001,2134341212434321
0400021440000103,1432321443212143
0100204004303010,4123234114323214
0241000010032300,3241413214232314
0000402110020210,2143432114323214
0410100242010000,2413134242313124
0240000201042030,1243431231242431
0020010012030410,4321213412433412
0010020304010034,4312124334212134
1034000040120003,1234342143122143
4010120020300100,4312124324313124
0000103440202100,3412123443212143
4203000013200001,4213314213242431
0300102341000040,2314142341323241
2000042010034300,2134342112434312
4000023020030021,4312123421433421
0104240002010040,3124241342311342
0000400321300420,1342421321343421
3020213000000043,3421213443121243
0140403103000020,3142423123141423
2000340003210040,2134341243211243
0102020303042000,3142421313242431
2143000100040300,2143342112344312
1003040001340002,1243342121344312
0002300020400321,1432321421434321
0401310003044000,2431314213244213
4201030400103000,4231132424133142
0400004103140020,1432324123144123
0103001200304300,2143341212344321
2400100000240230,2413134231244231
3421004003002000,3421124343122134
0000201300410130,1324241332414132
0003004023004102,1423324123144132
0023004130004100,1423234132144132
0400312000034300,2431312412434312
1204400104020000,1234432134122143
3001002010300014,3241412314322314
4001000300102130,4321124334122134
0020120021044000,3421124321344312
0003200132000430,4123234132141432
4010020300210030,4312124334212134
4300000002033012,4321213412433412
3400000303200104,3412124343212134
4200030000103120,4231134224133124
3020401000020041,3124421314322341
0201013000002304,3241413214232314
3120003140000002,3124243142131342
0200403004001024,3241413224131324
0040140030004120,2341143232144123
4001300220030300,4231314224131324
0000031230010403,2134431232411423
3012003020000120,3412123423414123
1000040043010103,1234341243212143
0003320100120100,1423324143122134
4002000003011023,4132321423411423
2400100001020230,2413132431424231
4000030100021204,4123234134121234
4120200100001400,4123234132141432
0103300242001000,2143341242311324
0401304002001300,2431314242131324
0002100041032001,3412123441232341
4120001010000240,4123231414323241
0341003202000004,2341143242133124
0010204304001004,4312214334211234
2401004040031000,2431314242131324
0304003130402000,1324423131422413
2001140200203000,2341143241233214
1302400030000013,1342423131242413
0000140301003204,2341142341323214
0102000430401020,4132231432411423
3002004310200200,3412214313244231
1420000420010030,1423321423414132
1003020100102030,1423324143122134
0241000004101300,3241413224131324
2104300003210000,2134341243211243
2003001200204200,2143341213244231
4010130000242000,4213134231242431
0104000200011420,2134431232411423
0301003201004003,2341143231244213
0421004001000302,3421124321344312
2100002012030300,2134342112434312
0000010404201203,4312213434211243
3410023000000043,3412123443212143
0203004201000420,4213134221343421
0004040010404201,3124241313424231
0420023000002140,3421123443122143
0213104000200400,4213134231242431
4200000204311000,4213314224311324
0400002003404031,2413312413424231
3000140003100102,3241142323144132
1040300140302000,1243342141322314
2000412300003001,2314412314323241
3004000042301300,3124241342311342
0200134000133000,4231134224133124
0142043000000024,3142243142131324
1000401330240000,1342421331242431
4020030430410000,4123231432411432
3004140001202000,3214143241232341
0201400200001024,3241413224131324
0000423130000043,1324423134122143
0100203003024200,3124243113424213
0302210400200003,4312213434211243
2340000031004010,2341143231244213
2010002010003201,2314412314323241
2004002301000041,2314142341323241
0024421003020000,3124421313422431
2430000003240010,2431314213244213
4210000003401030,4213312423411432
0320103000430002,4321123421433412
2003000112000410,2143432112343412
0004001303000432,3124421323411432
3001004040022100,3421124343122134
0140430132000000,2143432132141432
4000020001042401,4312124331242431
3420200003400010,3421213413424213
0103042002304000,2143342112344312
1000000330424030,1324241331424231
3010004040201030,3412214343211234
3040100300000312,3241142321344312
1200000034010034,1243431234212134
3000002300141400,3241412323141432
2004040102100300,2134342142131342
0000300410422010,4231312413422413
0400304002030304,2431314242131324
0010103400003420,4312123421433421
0300003030202410,1342423131242413
0002004043200130,3412124343212134
3410000401400001,3412123421434321
4000023401400002,4321123421433412
4010312000010300,4213312424311342
0001040240033010,2341143241233214
0034002043020100,1234342143122143
4000100421030020,4312123421433421
3002010010340300,3412214312344321
3020000310302040,3124421314322341
2043030000120030,2143432134121234
0010023001400320,3412123421434321
4000100000012143,4312123434212143
0100432000300012,2143432112343412
2403030001400001,2413132431424231
3000020324010002,3124421324311342
0000420020030142,1324423124133142
2400004000101304,2431314242131324
3002024300040020,3412124321344321
3000040300200234,3142241343211234
3040020310040001,3142421313242431
0200403003410020,3214413223411423
3000010412004010,3421213412434312
3400014002301000,3412214342311324
0201004024103000,4231134224133124
0200300400031340,4231312424131342
2410000210304000,2413314212344321
0210012300320000,3214412314322341
3241000001040300,3241142321344312
0302240030000120,1342243132144123
2001103040230000,2341143241233214
1230000003404003,1234341223414123
4001200000303204,4321214314323214
0021210300000430,4321214332141432
0100403104002004,3142423114232314
3001124000002100,3421124343122134
2100400110003200,2143432114323214
1400000403410002,1423321423414132
0302041040000104,1342241342313124
0100300120130004,4132324124131324
4003020024300300,4123321424311342
3400010312000020,3412214312344321
0040340010040230,2143341213244231
0403000002304301,2413314212344321
0043000003012104,1243341243212134
1003030400023200,1423231441323241
3400020040030041,3412123441232341
0400320003102004,1423324143122134
0041400002001023,2341413232141423
0031030000200213,2431134231244213
0032200410000401,4132231412433421
0103432000003400,2143432112343412
1040400200040031,1243431231242431
3040041010000230,3142241313244231
0040010303000432,3241412323141432
2034000030211000,2134431234211243
3000124000020014,3421124341322314
2014400030200040,2314413234211243
0403030000010124,2413134242313124
0104400030011040,2134431234211243
3100041012000020,3142241312344321
0040430100021004,2143432134121234
0140301000011030,2143341243211234
0000142040023010,2341142341323214
3100000013404010,3124243113424213
4003002003420001,4213312413422431
3041010020000402,3241412323141432
1020400100102003,1324423134122143
0040032001003012,1243432121343412
0201002003002034,3241142343122134
3000041000310304,3142241342311324
2000142000004230,2314142331424231
0140040200010230,2143341243211234
0000003223041003,3241413223141423
0304042000404200,2314142331424231
0400300010344001,2413314212344321
0004402010030410,2134432112433412
2014010032000003,2314413232411423
0000402110023010,2143432114323214
0041002023101000,3241412323141432
0002023000014120,3412123423414123
4000300120100304,4132324124131324
0302001302013000,1342241342313124
4000014200040023,4231314223141423
0041100040030210,2341143241233214
0421000402000310,3421213412434312
0400230001203010,1432234141233214
4003002001002031,4213132431422431
0100402100020014,2143432114323214
0004010002411020,2314413232411423
4000120020033040,4321123424133142
0423000101300200,1423234141323214
2040040140000230,2143342143121234
4030304103001000,4132324123141423
0120300000140032,4123324123141432
0000010410004231,2413312413424231
0000430110300204,2143432114323214
4000030002401032,4123231432411432
3001013000042003,3241413213242413
0200103040202004,3241143241232314
0403002432400000,2413132432414132
2031000001033004,2431134241233214
2000400102030012,2134432112433412
1304000001002401,1324421331422431
4002300104031000,4132324124131324
3410020400410000,3412123423414123
0013300040200230,2413314243211234
1030000030022410,1234432131422413
0041000304320200,2341412314323214
0013032402003000,2413132442313142
0402200300004031,3412214313244231
0312010000000241,4312213414233241
0043400002001402,2143432132141432
0321100034000030,4321124334122134
0304000000102143,1324423134122143
4010300410000401,4213312413422431
1300023000020043,1324423134122143
0401004320300010,3421124321344312
2403000200013020,2413134242313124
1002420000003401,1342421321343421
0420014040000204,3421214343121234
2014040000230200,2314143241233241
1230000020400402,1234432121433412
3140400000041020,3142423123141423
2104400100403000,2134432112433412
3002021300001004,3142421324311324
0000204041023200,1423234141323214
0140000100141020,3142423123141423
0040001203204200,2143341213244231
0402100343000004,3412124343212134
0410000401232000,3412123441232341
0130001400030240,4132231414233241
2001034041200000,2431134241233214
0034000020400312,1234342121434312
0021004000044130,3421124323144132
2003010400024030,2413312413424231
0000001221034020,1234341221434321
0000032010043012,2143432112343412
0420210040030040,3421213442131342
0001040030204013,2341143231244213
3040040203040100,3241143223144123
0004401210030020,2134431212433421
0001004220100403,4231314223141423
1042000130104000,1342243132144123
2034000034100003,2134432134121243
0100021403000023,4132321423411423
1400320001020004,1423324141322314
0103431004001000,2143431234211234
0004042000320240,2314142341323241
0013000204011020,4213314224311324
4030100200033100,4231134224133124
3002420000141000,3142423123141423
2010310200000204,2413314243211234
3200102000410100,3214142323414132
1204000201030040,1234341241232341
4200002404100003,4231132434122143
4020214000001002,4321214332141432
4013302020400000,4213312423411432
0004032010403002,2134432112433412
4000002010302301,4213312414322341
2004100000420230,2314142331424231
0003134240300000,2413134242313124
0204003010202001,3214413214232341
0003302003401002,4213312423411432
0043000234201000,2143431234211234
0230400001030021,1234431221433421
0000140032404030,2314142332414132
0432020140000010,1432324141232314
0401210000021040,3421213443121243
1040040100203004,1342243141233214
3024000340300002,3124241342311342
0013100001024001,2413132431424231
2430100002000104,2431134242133124
0200002300304310,3241142321344312
0413012000010300,2413312442311342
0040000242103100,2341143242133124
1300003040103040,1324243142133142
0100020400022401,4123321413422431
0001140000230210,2341143241233214
0032000103104100,1432324123144123
0000403110402400,3124423113422413
0014000032010120,2314143232414123
0000042102404300,2134342112434312
0103340000010024,2143341242311324
2040040302104000,2341142332144132
0020420013002030,3124421313422431
1002203040130000,1342243142133124
0000402130002034,1243432134122134
4310000301300020,4312124321343421
0014000301020230,2314142331424231
3100003104100020,3142423124131324
0000103420030102,4321123424133142
2014010330000400,2314412332411432
2001012000034002,2431312412434312
0001023004030140,4321123424133142
4130001010003200,4132231414233241
0102030400233000,4132231414233241
0400001441300200,1423231441323241
4001302420000300,4231312424131342
0102001403010020,4132321423411423
4100000000022341,4123321414322341
0003004210304300,2413314212344321
0014010320301000,3214412324311342
3000200110400302,3124243112434312
0000041023400120,1234341223414123
0123021000000301,4123321414322341
1403020000044010,1423324121344312
0210030400310040,4213132424313142
0300240000013042,1324241342313142
1400000040303201,1423231441323241
0000140203200140,3214143243212143
0200004003041023,4231314223141423
0304000230411000,2314413232411423
0412000002400301,3412213412434321
4100030100320200,4123234114323214
0043300020040301,1243341221344321
0014000042310002,2314142342313142
4020020430400003,4321123431422413
0042041000304001,3142241312344321
1040043032100000,1342243132144123
4013004203040000,4213314213242431
4230100004002003,4231132434122143
0200002134000130,1243432134122134
0300420020430010,1324423121433412
0000001202011024,2143341242311324
0002231010430000,4132231412433421
4010020004002034,4312124334212134
1200001200400420,1234431221433421
0240301001304000,1243341221344321
0023030010003014,4123234114323214
4003034002041000,4123234132141432
0000320014302004,4123324114322314
1300001030410002,1324241332414132
0000002403410430,4213312423411432
0002400304303020,1342421324313124
1420000030400230,1423231431424231
0001002021044300,3241142321344312
0423031030000100,1423231432414132
3200003001002310,3241143241232314
2014002040003200,2314142341323241
3002003010430300,3412213412434321
1403000003102004,1423324143122134
0034042120000010,1234342121434312
0310140001203000,2314143241233241
0200340220400001,1234341221434321
1034401000002100,1234431234212143
4000310200300024,4213314224311324
0002400010040413,3142423113242413
0004020310002041,3124421314322341
0400310000010324,2413314242311324
0002301000411400,4132321423411423
3200013003011000,3214413223411423
0000402302041400,2341412332141432
4000013000120203,4321213434121243
0134400200030200,2134431214233241
0000430020303104,1243431224313124
0120043110030000,3124243112434312
0030400210003201,2134431214233241
2304000040303002,2314142342313142
0020000104303014,4123234114323214
0001140300003204,2341142341323214
3100041000300024,3142241342311324
0230000404133000,4231132424133142
0020120400004310,3421123421434312
4103030000101200,4123234134121234
0420030100004102,1423234132144132
0104203040020200,3124243143121243
0030201012030400,4132231412433421
2043300000100034,2143342143121234
0200002321004002,3241142321344312
0003001403011030,4123321423411432
